planificacion_slug,convocatoria_slug,adjudicacion_slug,precalificacion_slug,convenio_slug,nro_licitacion,nombre_licitacion,tipo_procedimiento,categoria,convocante,_etapa_licitacion,etapa_licitacion,fecha_entrega_oferta,tipo_licitacion,fecha_estimada,fecha_publicacion_convocatoria,geo,
367091-adquisicion-maquinas-extinguidores-1,367091-adquisicion-maquinas-extinguidores-1,367091-adquisicion-maquinas-extinguidores-1,,,367091,Adquisición de máquinas y extinguidores,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Universidad Nacional de Canindeyu / Universidades Nacionales,ADJ,Adjudicada,2019-07-29 07:30:00,tradicional,2019-06-30 00:00:00,2019-07-15 17:07:34,,
367110-adquisicion-equipos-computacion-1,367110-adquisicion-equipos-computacion-1,,,,367110,ADQUISICIÓN DE EQUIPOS DE COMPUTACIÓN ,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de Salto del Guairá / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-07-11 08:10:00,tradicional,2019-06-30 00:00:00,2019-07-03 16:38:55,,
367112-servicio-monitoreo-medios-comunicacion-1,,,,,367112,SERVICIO DE MONITOREO DE MEDIOS DE COMUNICACIÓN,CD - Contratación Directa,7 - Servicios Técnicos,Comisión Nacional de Telecomunicaciones / Entes Autónomos y Autárquicos,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,,
367114-servicio-merchandising-institucional-1,,,,,367114,SERVICIO DE MERCHANDISING INSTITUCIONAL,CD - Contratación Directa,7 - Servicios Técnicos,Comisión Nacional de Telecomunicaciones / Entes Autónomos y Autárquicos,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,,
367119-adquisicion-software-1,367119-adquisicion-software-1,367119-adquisicion-software-1,,,367119,Adquisición de Software,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de Desarrollo Social / Poder Ejecutivo,ADJ,Adjudicada,2019-07-29 09:00:00,tradicional,2019-07-31 00:00:00,2019-07-16 16:22:14,,
367120-contratacion-servicios-mantenimientos-reparaciones-mayores-fotocopiadoras-cod-30-1,,,,,367120,CONTRATACIÓN DE SERVICIOS DE MANTENIMIENTOS Y REPARACIONES MAYORES DE FOTOCOPIADORAS - CÓD. 30,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Facultad de Ciencias Agrarias / Universidad Nacional de Asunción / Universidades Nacionales,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,,
367121-adquisicion-instrumentos-musicales-escuela-artes-rectorado-1,367121-adquisicion-instrumentos-musicales-escuela-artes-rectorado-1,367121-adquisicion-instrumentos-musicales-escuela-artes-rectorado-1,,,367121,ADQUISICION DE INSTRUMENTOS MUSICALES PARA LA ESCUELA DE ARTES DEL RECTORADO.,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Rectorado / Universidad Nacional de Caaguazu / Universidades Nacionales,ADJ,Adjudicada,2019-08-07 08:00:00,tradicional,2019-06-30 00:00:00,2019-08-02 13:46:32,,
367127-mantenimiento-reparacion-bebederos-electricos-1,,,,,367127,MANTENIMIENTO Y REPARACIÓN DE BEBEDEROS ELÉCTRICOS,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Contraloría General de la República / Contraloría General de la República,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,,
367131-adquisicion-software-estudios-economicos-1,,,,,367131,ADQUISICIÓN DE SOFTWARE PARA ESTUDIOS ECONÓMICOS.,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Banco Central del Paraguay / Banca Central del Estado,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,,
367134-provision-montaje-electrobomaba-sumergible-1,367134-provision-montaje-electrobomaba-sumergible-1,367134-provision-montaje-motobomba-sumergible-1,,,367134,Provisión y Montaje de Motobomba Sumergible,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Asunción / Municipalidades,ADJ,Adjudicada,2019-07-15 10:00:00,tradicional,2019-06-30 00:00:00,2019-07-02 11:51:55,,
367138-servicio-despacho-aduanero-1,367138-servicio-despacho-aduanero-1,367138-servicio-despacho-aduanero-1,,,367138,SERVICIO DE DESPACHO ADUANERO,CD - Contratación Directa,7 - Servicios Técnicos,Ministerio del Ambiente y Desarrollo Sostenible / Poder Ejecutivo,ADJ,Adjudicada,2019-08-07 09:00:00,tradicional,2019-06-30 00:00:00,2019-07-25 15:33:45,,
367152-adquisicion-vehiculo-dncp-1,367152-adquisicion-vehiculo-dncp-1,367152-adquisicion-vehiculo-dncp-1,,,367152,ADQUISICIÓN DE VEHÍCULO PARA LA DNCP,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Dirección Nacional de Contrataciones Públicas / Entes Autónomos y Autárquicos,ADJ,Adjudicada,2019-07-26 12:00:00,tradicional,2019-06-30 00:00:00,2019-06-28 15:30:54,,
367164-mant-preventivo-correctivo-ascensores-sede-concepcion-plurianual-1,367164-mant-preventivo-correctivo-ascensores-sede-concepcion-plurianual-1,367164-mant-preventivo-correctivo-ascensores-sede-concepcion-plurianual-1,,,367164,MANT. PREVENTIVO Y CORRECTIVO DE ASCENSORES- SEDE CONCEPCION -PLURIANUAL,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Circunscripción Judicial del Dpto. Concepción / Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-07-05 09:00:00,tradicional,2019-06-30 00:00:00,2019-06-28 15:33:42,,
367165-adquisicion-reloj-marcador-biometrico-otro-1,367165-adquisicion-reloj-marcador-biometrico-otro-1,367165-adquisicion-reloj-marcador-biometrico-otro-1,,,367165,Adquisición de Reloj Marcador Biometrico y Otro,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de la Niñez y la Adolescencia / Poder Ejecutivo,ADJ,Adjudicada,2019-07-05 10:00:00,tradicional,2019-06-30 00:00:00,2019-06-28 14:28:54,,
367166-adquisicion-maquinas-desmalezadoras-uso-institucional-municipalidad-ybycui-1,367166-adquisicion-maquinas-desmalezadoras-uso-institucional-municipalidad-ybycui-1,367166-adquisicion-maquinas-desmalezadoras-uso-institucional-municipalidad-ybycui-1,,,367166,ADQUISICION DE MAQUINAS DESMALEZADORAS PARA USO INSTITUCIONAL EN LA MUNICIPALIDAD DE YBYCUI,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Ybycui / Municipalidades,ADJ,Adjudicada,2019-07-08 07:10:00,tradicional,2019-06-30 00:00:00,2019-06-28 11:16:59,,
367171-adquisicion-retrexcavadora-brazi-extensible-uso-vial-1,367171-adquisicion-retrexcavadora-brazi-extensible-uso-vial-1,,,,367171,Adquisición de Retrexcavadora con brazi extensible para uso vial,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Natalio / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-10-07 07:30:00,tradicional,2019-06-30 00:00:00,2019-09-27 16:34:02,,
367173-adquisicion-licencia-software-diseno-asistido-arquitectura-ingenieria-construccion-1,367173-adquisicion-licencia-software-diseno-asistido-arquitectura-ingenieria-construccion-1,367173-adquisicion-licencia-software-diseno-asistido-arquitectura-ingenieria-construccion-1,,,367173,"Adquisición de licencia de software de diseño asistido de Arquitectura, Ingeniería y Construcción",CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento","Ministerio de Urbanismo, Vivienda y Habitat / Poder Ejecutivo",ADJ,Adjudicada,2019-07-31 09:00:00,tradicional,2019-06-30 00:00:00,2019-07-19 16:04:12,,
367182-reparacion-mantenimiento-vehiculos-marcas-hyundai-toyota-ford-mercedes-benz-1,367182-reparacion-mantenimiento-vehiculos-marcas-hyundai-toyota-ford-mercedes-benz-1,,,,367182,"Reparación y Mantenimiento de Vehículos de las marcas Hyundai, Toyota, Ford y Mercedes Benz",LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Banco Nacional de Fomento  / Entidades Financieras Oficiales,EVAL,En Evaluacion (Cerrada),2019-09-13 09:00:00,tradicional,2019-06-30 00:00:00,2019-08-13 16:48:42,,
367186-mantenimiento-y-o-reparacion-edificios-1,367186-mantenimiento-y-o-reparacion-edificios-1,,,,367186,Mantenimiento y/o reparación de edificios,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Instituto Forestal Nacional / Entes Autónomos y Autárquicos,EVAL,En Evaluacion (Cerrada),2019-09-03 09:15:00,tradicional,2019-07-31 00:00:00,2019-08-21 17:14:49,,
367198-adquisicion-desmalezadoras-fiscalias-regionales-1,367198-adquisicion-desmalezadoras-fiscalias-regionales-1,,,,367198,ADQUISICIÓN DE DESMALEZADORAS PARA FISCALIAS REGIONALES,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Ministerio Público - Fiscalía / Poder Judicial,EVAL,En Evaluacion (Cerrada),2019-08-16 09:00:00,tradicional,2019-07-31 00:00:00,2019-08-05 16:54:46,,
367239-adquisicion-elementos-semaforicos-municipalidad-encarnacion-1,,,,,367239,Adquisición de Elementos Semaforicos para la Municipalidad de Encarnación,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de Encarnación / Municipalidades,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,,
367247-servicios-talleres-vehiculos-maquinarias-municipalidad-piribebuy-1,367247-servicios-talleres-vehiculos-maquinarias-municipalidad-piribebuy-1,367247-servicios-talleres-vehiculos-maquinarias-municipalidad-piribebuy-1,,,367247,SERVICIOS DE TALLERES PARA VEHÍCULOS Y MAQUINARIAS DE LA MUNICIPALIDAD DE PIRIBEBUY ,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Piribebuy / Municipalidades,ADJ,Adjudicada,2019-09-12 08:30:00,tradicional,2019-09-30 00:00:00,2019-09-05 14:58:40,,
367248-adquisicion-equipos-informaticos-municipalidad-piribebuy-1,367248-adquisicion-equipos-informaticos-municipalidad-piribebuy-1,367248-adquisicion-equipos-informaticos-municipalidad-piribebuy-1,,,367248,ADQUISICIÓN DE EQUIPOS INFORMÁTICOS PARA LA MUNICIPALIDAD DE PIRIBEBUY,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de Piribebuy / Municipalidades,ADJ,Adjudicada,2019-09-05 08:30:00,tradicional,2019-07-31 00:00:00,2019-08-30 16:23:51,,
367262-equipamiento-menor-municipalidad-domingo-martinez-irala-1,367262-equipamiento-menor-municipalidad-domingo-martinez-irala-1,367262-equipamiento-menor-municipalidad-domingo-martinez-irala-1,,,367262,Equipamiento Menor de la Municipalidad de Domingo Martínez de Irala,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Domingo Martínez de Irala / Municipalidades,ADJ,Adjudicada,2019-07-22 07:05:00,tradicional,2019-06-30 00:00:00,2019-07-16 11:22:00,,
367264-adquisicion-hidrolavadora-municipalidad-domingo-martinez-irala-1,367264-adquisicion-hidrolavadora-municipalidad-domingo-martinez-irala-1,367264-adquisicion-hidrolavadora-municipalidad-domingo-martinez-irala-1,,,367264,Adquisición de una Hidrolavadora para la Municipalidad de Domingo Martínez de Irala,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Domingo Martínez de Irala / Municipalidades,ADJ,Adjudicada,2019-08-02 07:05:00,tradicional,2019-06-30 00:00:00,2019-07-26 12:29:52,,
367265-adquisicion-maquina-menor-municipalidad-domingo-martinez-irala-1,367265-adquisicion-maquina-menor-municipalidad-domingo-martinez-irala-1,,,,367265,Adquisición de Maquina Menor para la Municipalidad de Domingo Martínez de Irala,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Domingo Martínez de Irala / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-09-04 07:05:00,tradicional,2019-06-30 00:00:00,2019-08-29 16:57:29,,
367271-adquisicion-sistema-control-uso-combustible-central-termica-bahia-negra-1,367271-cd-6406-adquisicion-sistema-control-uso-combustible-central-termica-bahia-negra-1,,,,367271,Cd_6406.Adquisición de Sistema de Control de Uso de Combustible para Central Térmica de Bahía Negra.,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Administración Nacional de Electricidad / Empresas Públicas,EVAL,En Evaluacion (Cerrada),2019-10-04 09:55:00,tradicional,2019-07-31 00:00:00,2019-09-13 15:07:13,,
367274-contratacion-servicios-mano-obra-reparacion-aislamiento-techos-silos-cemento-cip-vil-1,367274-contratacion-servicios-mano-obra-reparacion-aislamiento-techos-silos-cemento-cip-vil-1,,,,367274,Contratación de Servicios de Mano de Obra para Reparación de Aislamiento de los Techos de Silos de Cemento del CIP Villeta,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Industria Nacional del Cemento / Empresas Públicas,EVAL,En Evaluacion (Cerrada),2019-09-23 08:45:00,tradicional,2019-08-31 00:00:00,2019-08-29 09:31:03,,
367278-mantenimiento-reparacion-equipos-electromecanicos-subacuaticos-1,367278-mantenimiento-reparacion-equipos-electromecanicos-subacuaticos-3,367278-mantenimiento-reparacion-equipos-electromecanicos-subacuaticos-1,,,,367278,Mantenimiento y Reparación de Equipos Electromecánicos Subacuaticos,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Empresa de Servicios Sanitarios del Paraguay / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,EVAL,En Evaluacion (Cerrada),2019-09-17 09:00:00,tradicional,2019-07-31 00:00:00,2019-09-11 17:03:02,
367279-contratacion-servicio-mano-obra-mantenimiento-captadores-polvo-1,367279-contratacion-servicio-mano-obra-mantenimiento-captadores-polvo-1,,,,367279,Contratación de Servicio de Mano de Obra para Mantenimiento Captadores de Polvo,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Industria Nacional del Cemento / Empresas Públicas,CONV,En Convocatoria (Abierta),2019-10-17 09:00:00,tradicional,2019-10-31 00:00:00,2019-10-04 14:53:08,,
367284-mantenimiento-reparacion-equipos-laboratorio-1,,,,,367284,Mantenimiento y Reparación de Equipos de Laboratorio,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Facultad de Odontologia Santo Tomas de Aquino / Universidad Nacional de Caaguazu / Universidades Nacionales,PLAN,Planificada,,tradicional,2019-06-30 00:00:00,,,
367288-servicio-reparacion-mantenimiento-equipos-maquinarias-lavadero-1,367288-cd-6408-servicio-reparacion-mantenimiento-equipos-maquinarias-lavadero-1,,,,367288,cd_6408 Servicio de Reparación y Mantenimiento de Equipos y Maquinarias de Lavadero,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Administración Nacional de Electricidad / Empresas Públicas,CONV,En Convocatoria (Abierta),2019-10-17 08:55:00,tradicional,2019-07-31 00:00:00,2019-09-26 16:36:03,,
367289-servicio-lavado-engrase-vehiculos-ande-1,367289-cd-6410-servicio-lavado-engrase-vehiculos-ande-1,,,,367289,cd_6410 Servicio de Lavado y Engrase para Vehículos de la ANDE.,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Administración Nacional de Electricidad / Empresas Públicas,CONV,En Convocatoria (Abierta),2019-10-14 08:55:00,tradicional,2019-06-30 00:00:00,2019-09-25 17:48:17,,
367290-contratacion-servicio-tecnico-elaboracion-materiales-audiovisuales-1,367290-contratacion-servicio-tecnico-elaboracion-materiales-audiovisuales-1,367290-contratacion-servicio-tecnico-elaboracion-materiales-audiovisuales-1,,,367290,CONTRATACIÓN DE SERVICIO TÉCNICO PARA ELABORACIÓN DE MATERIALES AUDIOVISUALES,CD - Contratación Directa,7 - Servicios Técnicos,Banco Central del Paraguay / Banca Central del Estado,ADJ,Adjudicada,2019-08-26 10:00:00,tradicional,2019-06-30 00:00:00,2019-08-09 15:31:39,,
367291-adquisicion-certificados-servicios-ambientales-compensacion-ejecucion-obras-rehabili-1,367291-lpn-97-2019-adquisicion-certificados-servicios-ambientales-compensacion-ejecucion-ob-1,,,,367291,"LPN 97/2019 ADQUISICION DE CERTIFICADOS DE SERVICIOS AMBIENTALES EN COMPENSACION DE LA EJECUCION DE OBRAS DE REHABILITACION Y PAVIMENTACION DEL TRAMO DESVIO ALBERDI - PILAR - LOTE 2 - RIO TEBICUARY - PILAR (38,440 KM) Y ACCESO A LA CIUDAD DE PILAR (4,335 KM)",LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Ministerio de Obras Públicas y Comunicaciones / Poder Ejecutivo,CONV,En Convocatoria (Abierta),2019-10-18 08:30:00,tradicional,2019-06-30 00:00:00,2019-07-04 15:57:45,,
367298-servicos-reparaciones-menores-edificios-publicos-1,367298-servicos-reparaciones-menores-edificios-publicos-1,,,,367298,SERVICOS DE REPARACIONES MENORES DE EDIFICIOS PUBLICOS.,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de San Rafael del Paraná / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-08-02 07:20:00,tradicional,2019-07-31 00:00:00,2019-07-24 14:35:08,,
367301-servicio-reparacion-retroexcavadora-1,367301-servicio-reparacion-retroexcavadora-1,367301-servicio-reparacion-retroexcavadora-1,,,367301,Servicio de Reparacion de Retroexcavadora,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de San Cristobal / Municipalidades,ADJ,Adjudicada,2019-07-10 07:15:00,tradicional,2019-06-30 00:00:00,2019-07-04 13:20:02,,
367305-adquisicion-retroexcavadora-1,367305-adquisicion-retroexcavadora-1,367305-adquisicion-retroexcavadora-1,,,367305,ADQUISICIÓN DE RETROEXCAVADORA,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Gobierno Departamental de Paraguarí / Gobiernos Departamentales,ADJ,Adjudicada,2019-08-05 07:00:00,tradicional,2019-06-30 00:00:00,2019-07-26 14:32:41,,
367309-adquisicion-televisores-uso-proyecciones-tecnicas-1,367309-adquisicion-televisores-uso-proyecciones-tecnicas-1,367309-adquisicion-televisores-uso-proyecciones-tecnicas-1,,,367309,ADQUISICIÓN DE TELEVISORES PARA USO DE PROYECCIONES TÉCNICAS,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Dirección Nacional de Contrataciones Públicas / Entes Autónomos y Autárquicos,ADJ,Adjudicada,2019-07-04 11:00:00,tradicional,2019-06-30 00:00:00,2019-06-28 12:10:47,,
367312-mantenimiento-reparacion-edificios-senatur-1,367312-mantenimiento-reparacion-edificios-senatur-1,,,,367312,Mantenimiento y Reparación de Edificios para la Senatur,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Secretaria Nacional de Turismo / Presidencia de la República / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-09-06 13:30:00,tradicional,2019-07-31 00:00:00,2019-07-10 15:13:10,,
367314-adquisicion-fotocopiadora-e-impresora-multinacional-1,367314-adquisicion-fotocopiadora-e-impresora-multinacional-1,367314-adquisicion-fotocopiadora-e-impresora-multinacional-1,,,367314,Adquisición de Fotocopiadora e Impresora multinacional,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de San Estanislao / Municipalidades,ADJ,Adjudicada,2019-07-09 07:05:00,tradicional,2019-07-31 00:00:00,2019-07-01 14:36:40,,
367321-adquisicion-discos-ejes-mancales-rastron-uso-institucional-1,367321-adquisicion-discos-ejes-mancales-rastron-uso-institucional-1,367321-adquisicion-discos-ejes-mancales-rastron-uso-institucional-1,,,367321,"ADQUISICIÓN DE DISCOS, EJES Y MANCALES PARA RASTRON DE USO INSTITUCIONAL",CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Yhú / Municipalidades,ADJ,Adjudicada,2019-07-09 07:30:00,tradicional,2019-07-31 00:00:00,2019-07-03 12:54:49,,
367338-adquisicion-equipos-informaticos-1,367338-adquisicion-equipos-informaticos-1,367338-adquisicion-equipos-informaticos-1,,,367338,ADQUISICIÓN DE EQUIPOS INFORMATICOS,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de Ypané / Municipalidades,ADJ,Adjudicada,2019-07-23 08:00:00,tradicional,2019-06-30 00:00:00,2019-07-15 14:42:51,,
367339-adquisicion-camion-tipo-volquete-1,367339-adquisicion-camion-tipo-volquete-1,367339-adquisicion-camion-tipo-volquete-1,,,367339,Adquisición de Camión Tipo Volquete,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Coronel Oviedo / Municipalidades,ADJ,Adjudicada,2019-07-23 07:20:00,tradicional,2019-07-31 00:00:00,2019-07-04 15:08:40,,
367345-mantenimiento-edificio-aig-1,367345-mantenimiento-instalaciones-aig-1,,,,367345,MANTENIMIENTO DE LAS INSTALACIONES DEL AIG,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Dirección Nacional de Aeronáutica Civil / Empresas Públicas,CONV,En Convocatoria (Abierta),2019-10-08 07:00:00,tradicional,2019-07-31 00:00:00,2019-09-30 18:08:08,,
367351-reparacion-ambulancia-institucion-municipal-1,367351-reparacion-ambulancia-institucion-municipal-1,367351-reparacion-ambulancia-institucion-municipal-1,,,367351,Reparacion de Ambulancia de la Institucion Municipal,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Itakyry / Municipalidades,ADJ,Adjudicada,2019-07-19 07:05:00,tradicional,2019-07-31 00:00:00,2019-07-11 13:33:46,,
367352-adquisicion-vehiculos-1,,,,,367352,ADQUISICIÓN DE VEHICULOS,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Ypané / Municipalidades,PLAN,Planificada,,tradicional,2019-06-30 00:00:00,,,
367355-cambio-aceites-filtros-lavados-vehiculos-1,367355-cambio-aceites-filtros-lavados-vehiculos-1,,,,367355,"CAMBIO DE ACEITES,FILTROS y LAVADOS DE VEHICULOS ",CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Corte Suprema de Justicia / Poder Judicial,EVAL,En Evaluacion (Cerrada),2019-09-18 09:00:00,tradicional,2019-07-31 00:00:00,2019-09-09 14:38:45,,
367357-recoleccion-basura-1,367357-recoleccion-basura-1,367357-recoleccion-basura-1,,,367357,RECOLECCION DE BASURA,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Facultad de Derecho y Ciencias Sociales / Universidad Nacional del Este / Universidades Nacionales,ADJ,Adjudicada,2019-08-05 08:00:00,tradicional,2019-07-31 00:00:00,2019-07-30 16:29:50,,
367362-reparacion-mantenimiento-vehiculos-fcm-1,367362-reparacion-mantenimiento-vehiculos-fcm-1,,,,367362,REPARACIÓN Y MANTENIMIENTO DE VEHICULOS DE LA FCM,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales,CAN,Anulada o Cancelada,2019-07-25 09:00:00,tradicional,2019-07-31 00:00:00,2019-07-16 09:39:49,,
367365-mantenimiento-reparacion-vehiculos-1,,,,,367365,MANTENIMIENTO Y REPARACIÓN DE VEHICULOS,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Corte Suprema de Justicia / Poder Judicial,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,,
367371-reparacion-equipos-varios-1,367371-reparacion-equipos-varios-1,367371-reparacion-equipos-varios-1,,,367371,REPARACION DE EQUIPOS VARIOS,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Hernandarias / Municipalidades,ADJ,Adjudicada,2019-07-22 07:01:00,tradicional,2019-06-30 00:00:00,2019-07-12 10:54:40,,
367372-adquisicion-vehiculos-equipo-caminero-estado-usado-1,367372-adquisicion-vehiculos-equipo-caminero-estado-usado-1,,,,367372,ADQUISICIÓN DE VEHÍCULOS PARA EQUIPO CAMINERO-ESTADO USADO,LPN - Licitación Pública Nacional,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Sapucai / Municipalidades,CONV,En Convocatoria (Abierta),2019-10-11 07:05:00,tradicional,2019-08-31 00:00:00,2019-08-20 17:15:54,,
367377-adquisicion-mobiliarios-instituciones-educativas-2019-1,,,,,367377,ADQUISICIÓN DE MOBILIARIOS PARA INSTITUCIONES EDUCATIVAS -2019,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de Itá / Municipalidades,PLAN,Planificada,,tradicional,2019-06-30 00:00:00,,,
367380-adquisicion-equipos-oficina-computacion-instituciones-educativas-1,367380-adquisicion-equipos-oficina-computacion-instituciones-educativas-1,367380-adquisicion-equipos-oficina-computacion-instituciones-educativas-1,,,367380,ADQUISICIÓN DE EQUIPOS DE OFICINA Y COMPUTACION PARA INSTITUCIONES EDUCATIVAS,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Gobierno Departamental de Amambay / Gobiernos Departamentales,ADJ,Adjudicada,2019-07-15 08:00:00,tradicional,2019-07-31 00:00:00,2019-07-03 16:08:20,,
