,planificacion_slug,convocatoria_slug,adjudicacion_slug,precalificacion_slug,convenio_slug,nro_licitacion,nombre_licitacion,tipo_procedimiento,categoria,convocante,_etapa_licitacion,etapa_licitacion,fecha_entrega_oferta,tipo_licitacion,fecha_estimada,fecha_publicacion_convocatoria,geo
3541,367654-adquisicion-ambulancia-intendencia-municipal-1,367654-adquisicion-ambulancia-intendencia-municipal-1,367654-adquisicion-ambulancia-intendencia-municipal-1,,,367654,ADQUISICION DE AMBULANCIA PARA LA INTENDENCIA MUNICIPAL,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Itanará / Municipalidades,ADJ,Adjudicada,2019-08-05 07:20:00,tradicional,2019-08-31 00:00:00,2019-07-24 15:46:58,
3542,367657-remodelacion-sectores-oficinas-sede-central-1,,,,,367657,REMODELACION DE SECTORES Y OFICINAS DE LA SEDE CENTRAL,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Empresa de Servicios Sanitarios del Paraguay / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,
3543,367659-servicio-mantenimiento-puertas-vidrio-mic-1,367659-servicio-mantenimiento-puertas-vidrio-1,367659-servicio-mantenimiento-puertas-vidrio-1,,,367659,SERVICIO DE MANTENIMIENTO DE PUERTAS DE VIDRIO,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de Industria y Comercio / Poder Ejecutivo,ADJ,Adjudicada,2019-08-05 09:00:00,tradicional,2019-07-31 00:00:00,2019-07-31 16:29:24,
3544,367661-adquisicion-camioneta-municipalidad-hohenau-1,367661-adquisicion-camioneta-municipalidad-hohenau-1,,,,367661,Adquisición de Camioneta para la Municipalidad de Hohenau,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Hohenau / Municipalidades,CAN,Anulada o Cancelada,2019-08-14 08:00:00,tradicional,2019-07-31 00:00:00,2019-08-05 11:04:50,
3545,367667-adquisicion-servicios-mantenimiento-reparacion-equipos-industriales-camara-frigorifi-1,367667-adquisicion-servicios-mantenimiento-reparacion-equipos-industriales-camara-frigorifi-1,367667-adquisicion-servicios-mantenimiento-reparacion-equipos-industriales-camara-frigorifi-1,,,367667,"Adquisicion de Servicios de Mantenimiento y Reparacion de Equipos Industriales (Camara Frigorifica, Heladeras y Congeladoras)",CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Comando de la Fuerza Aerea Uoc 4 / Ministerio de Defensa Nacional / Poder Ejecutivo,ADJ,Adjudicada,2019-08-08 07:45:00,tradicional,2019-07-31 00:00:00,2019-07-22 16:19:42,
3546,367676-mantenimiento-preventivo-correctivo-provision-repuestos-demanda-equipos-rayos-x-arco-1,367676-mantenimiento-preventivo-correctivo-provision-repuestos-demanda-equipos-rayos-x-arco-1,,,,367676,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON PROVISION DE REPUESTOS A DEMANDA PARA EQUIPOS DE RAYOS X ARCO EN C, DE LA MARCA SIEMENS",LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo,CONV,En Convocatoria (Abierta),2019-11-22 10:50:00,tradicional,2019-09-30 00:00:00,2019-09-21 10:44:37,
3547,367678-adquisicion-tanque-agua-10000-litros-1,367678-adquisicion-tanque-agua-10000-litros-1,,,,367678,Adquisición de Tanque para agua de 10000 litros.,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de San Vicente Pancholo / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-07-22 07:20:00,tradicional,2019-07-31 00:00:00,2019-07-11 14:37:04,
3548,367679-mantenimiento-reparacion-vehiculos-institucion-1,367679-mantenimiento-reparacion-vehiculos-institucion-1,367679-mantenimiento-reparacion-vehiculos-institucion-1,,,367679,MANTENIMIENTO Y REPARACION DE VEHICULOS DE LA INSTITUCION ,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Salto del Guairá / Municipalidades,ADJ,Adjudicada,2019-08-02 07:10:00,tradicional,2019-07-31 00:00:00,2019-07-25 15:50:00,
3549,367682-adquisicion-sistema-control-acceso-personas-1,367682-adquisicion-sistema-control-acceso-personas-1,367682-adquisicion-sistema-control-acceso-personas-1,,,367682,Adquisición de sistema de control de acceso de personas,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Congreso Nacional / Poder Legislativo,ADJ,Adjudicada,2019-09-13 09:00:00,tradicional,2019-07-31 00:00:00,2019-07-18 08:35:01,
3550,367685-12-servicio-reparacion-mantenimiento-microscopios-1,367685-12-servicio-reparacion-mantenimiento-microscopios-1,367685-12-servicio-reparacion-mantenimiento-microscopios-1,,,367685,12 - Servicio de Reparación y mantenimiento de Microscopios,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Facultad de Ciencias de la Salud / Universidad Nacional del Este / Universidades Nacionales,ADJ,Adjudicada,2019-08-06 07:05:00,tradicional,2019-07-31 00:00:00,2019-07-30 15:09:22,
3551,367690-servicio-digitalizacion-documentos-legajos-pagos-planilla-rendicion-cuentas-1,367690-servicio-digitalizacion-documentos-legajos-pagos-planilla-rendicion-cuentas-1,,,,367690,Servicio de Digitalización de Documentos para legajos de pagos y planilla de rendición de cuentas,LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Instituto Nacional de Desarrollo Rural y de la Tierra / Entes Autónomos y Autárquicos,CONV,En Convocatoria (Abierta),2019-12-04 09:00:00,tradicional,2019-08-31 00:00:00,2019-11-09 10:34:56,
3552,367694-servicio-lavado-vehiculos-1,"367694-servicio-lavado-vehiculos-segundo-llamado-3,367694-servicio-lavado-vehiculos-1",367694-servicio-lavado-vehiculos-segundo-llamado-1,,,367694,Servicio de Lavado de vehículos - Segundo Llamado,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Gabinete Civil / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-09-23 08:00:00,tradicional,2019-07-31 00:00:00,2019-09-12 11:44:40,
3553,367695-provision-banner-carteleria-casa-matriz-filiales-centro-adiestramiento-servicio-1,367695-provision-banner-carteleria-casa-matriz-filiales-centro-adiestramiento-servicio-1,367695-provision-banner-carteleria-casa-matriz-filiales-centro-adiestramiento-servicio-1,,,367695,"Provisión de Banner y Cartelería para Casa Matriz, Filiales y Centro de Adiestramiento en Servicio",CD - Contratación Directa,7 - Servicios Técnicos,Facultad de Ciencias Economicas / Universidad Nacional de Asunción / Universidades Nacionales,ADJ,Adjudicada,2019-08-06 09:00:00,tradicional,2019-07-31 00:00:00,2019-07-30 17:52:13,
3554,367708-adquisicion-equipos-educativos-recreacionales-audiovisuales-baco-1,367708-adquisicion-equipos-educativos-recreacionales-audiovisuales-baco-1,367708-adquisicion-equipos-educativos-recreacionales-audiovisuales-baco-1,,,367708,"Adquisicion de Equipos Educativos y Recreacionales, Audiovisuales. (BACO)",CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Comando de la Fuerza Aerea Uoc 4 / Ministerio de Defensa Nacional / Poder Ejecutivo,ADJ,Adjudicada,2019-09-10 08:15:00,tradicional,2019-07-31 00:00:00,2019-08-22 15:51:07,
3555,367713-mantenimiento-reparacion-camioneta-mahindra-1,367713-mantenimiento-reparacion-camioneta-mahindra-1,367713-mantenimiento-reparacion-camioneta-mahindra-1,,,367713,MANTENIMIENTO Y REPARACION DE CAMIONETA MAHINDRA ,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Salto del Guairá / Municipalidades,ADJ,Adjudicada,2019-07-31 07:10:00,tradicional,2019-07-31 00:00:00,2019-07-23 11:22:29,
3556,367716-impresion-libretas-ad-referendum-modificacion-presupuestaria-1,367716-impresion-libretas-ad-referendum-modificacion-presupuestaria-1,367716-impresion-libretas-ad-referendum-modificacion-presupuestaria-1,,,367716,IMPRESIÓN DE LIBRETAS ? AD REFERÉNDUM A UNA MODIFICACIÓN PRESUPUESTARIA,CD - Contratación Directa,7 - Servicios Técnicos,Facultad de enfermería y obstetricia de la Universidad Nacional de Asunción  / Universidad Nacional de Asunción / Universidades Nacionales,ADJ,Adjudicada,2019-08-07 08:30:00,tradicional,2019-07-31 00:00:00,2019-07-24 16:54:40,
3557,367717-servicio-mantenimiento-stand-tiro-agrupacion-fope-1,367717-servicio-mantenimiento-stand-tiro-agrupacion-fope-1,367717-servicio-mantenimiento-stand-tiro-agrupacion-fope-1,,,367717,SERVICIO DE MANTENIMIENTO DEL STAND DE TIRO AGRUPACION FOPE,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Policia Nacional / Ministerio del Interior / Poder Ejecutivo,ADJ,Adjudicada,2019-07-29 08:50:00,tradicional,2019-07-31 00:00:00,2019-07-19 16:14:33,
3558,367721-c-d-06-mantenimiento-reparacion-parque-automotor-respuesto-incluido-1,367721-c-d-06-mantenimiento-reparacion-parque-automotor-respuesto-incluido-1,367721-c-d-06-mantenimiento-reparacion-parque-automotor-respuesto-incluido-1,,,367721,"C.D 06 ""Mantenimiento y Reparacion de Parque Automotor con respuesto incluido""",CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de San Juan Bautista / Municipalidades,ADJ,Adjudicada,2019-08-19 09:00:00,tradicional,2019-07-31 00:00:00,2019-08-09 14:51:52,
3559,367726-servicios-mantenimiento-reparaciones-menores-vehiculos-cimee-1,367726-servicios-mantenimiento-reparaciones-menores-vehiculos-cimee-1,367726-servicios-mantenimiento-reparaciones-menores-vehiculos-cimee-1,,,367726,Servicios de Mantenimiento y Reparaciones Menores de Vehiculos para el CIMEE,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Comando del Ejercito Uoc 2 / Ministerio de Defensa Nacional / Poder Ejecutivo,ADJ,Adjudicada,2019-08-16 09:30:00,tradicional,2019-07-31 00:00:00,2019-08-02 15:55:41,
3560,367732-serv-mant-reparac-vehiculos-varios-1,367732-serv-mant-reparac-vehiculos-varios-1,,,,367732,Serv. de Mant. y Reparac. de Vehiculos varios,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Secretaria de Emergencia Nacional / Presidencia de la República / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-09-18 08:00:00,tradicional,2019-07-31 00:00:00,2019-08-21 15:24:30,
3561,367735-contratacion-servicios-fumigacion-interior-exterior-hospital-hospital-policia-rigobe-1,367735-contratacion-servicios-fumigacion-interior-exterior-hospital-hospital-policia-rigobe-1,367735-contratacion-servicios-fumigacion-interior-exterior-hospital-hospital-policia-rigobe-1,,,367735,CONTRATACIÓN DE SERVICIOS DE FUMIGACIÓN INTERIOR Y EXTERIOR DEL HOSPITAL DEL HOSPITAL DE POLICÍA RIGOBERTO CABALLERO,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Policia Nacional / Ministerio del Interior / Poder Ejecutivo,ADJ,Adjudicada,2019-07-31 08:50:00,tradicional,2019-07-31 00:00:00,2019-07-23 15:31:49,
3562,367738-adquisicion-planta-generadora-oxigeno-tipo-psa-hospital-policia-rigoberto-1,367738-adquisicion-planta-generadora-oxigeno-tipo-psa-hospital-policia-rigoberto-1,367738-adquisicion-planta-generadora-oxigeno-tipo-psa-hospital-policia-rigoberto-1,,,367738,ADQUISICION DE PLANTA GENERADORA DE OXIGENO TIPO PSA PARA EL HOSPITAL DE POLICIA RIGOBERTO,LPN - Licitación Pública Nacional,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Policia Nacional / Ministerio del Interior / Poder Ejecutivo,ADJ,Adjudicada,2019-08-01 08:00:00,tradicional,2019-07-31 00:00:00,2019-07-22 07:40:46,
3563,367739-reparacion-edificio-municipal-calles-1,367739-reparacion-edificio-municipal-calles-1,367739-reparacion-edificio-municipal-calles-1,,,367739,Reparacion de Edificio Municipal y Calles ,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de la Pastora / Municipalidades,ADJ,Adjudicada,2019-07-19 08:00:00,tradicional,2019-07-31 00:00:00,2019-07-15 15:18:57,
3564,367741-adquisicion-herramientas-aparatos-e-instrumento-general-1,367741-adquisicion-herramientas-aparatos-e-instrumento-general-1,367741-adquisicion-herramientas-aparatos-e-instrumento-general-1,,,367741,"Adquisición de Herramientas, Aparatos e Instrumento en General.",CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Universidad Nacional de Itapúa / Universidades Nacionales,ADJ,Adjudicada,2019-09-17 09:30:00,tradicional,2019-08-31 00:00:00,2019-09-06 09:07:53,
3565,367743-adecuacion-data-center-1,367743-adecuacion-data-center-1,,,,367743,ADECUACION DEL DATA CENTER,LPN - Licitación Pública Nacional,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Ministerio del Ambiente y Desarrollo Sostenible / Poder Ejecutivo,CONV,En Convocatoria (Abierta),2019-11-25 11:00:00,tradicional,2019-08-31 00:00:00,2019-11-01 18:40:24,
3566,367744-mantenimiento-reparacion-menores-impresoras-equipos-informaticos-hospital-policia-1,367744-mantenimiento-reparacion-menores-impresoras-equipos-informaticos-acondicionadores-ai-1,367744-mantenimiento-reparacion-menores-impresoras-equipos-informaticos-acondicionadores-ai-1,,,367744,"MANTENIMIENTO Y REPARACION MENORES DE IMPRESORAS, EQUIPOS INFORMATICOS Y ACONDICIONADORES DE AIRE",CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Policia Nacional / Ministerio del Interior / Poder Ejecutivo,ADJ,Adjudicada,2019-08-22 10:30:00,tradicional,2019-08-31 00:00:00,2019-08-05 15:30:12,
3567,367745-servicio-mant-rep-servidores-1,367745-servicio-mant-rep-servidores-1,367745-servicio-mant-rep-servidores-1,,,367745,Servicio de Mant. y Rep. de Servidores,CD - Contratación Directa,7 - Servicios Técnicos,Secretaria de Emergencia Nacional / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-09-05 10:00:00,tradicional,2019-07-31 00:00:00,2019-08-12 16:58:06,
3568,367746-adquisicion-proyectores-1,367746-adquisicion-proyectores-1,367746-adquisicion-proyectores-1,,,367746,Adquisición de proyectores,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Facultad de Ciencias Tecnologicas / Universidad Nacional de Caaguazu / Universidades Nacionales,ADJ,Adjudicada,2019-07-29 08:00:00,tradicional,2019-07-31 00:00:00,2019-07-22 15:40:03,
3569,367747-servicio-fumigacion-locales-1,367747-servicio-fumigacion-locales-1,367747-servicio-fumigacion-locales-1,,,367747,SERVICIO DE FUMIGACION DE LOCALES,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Comando de la Armada Uoc 3 / Ministerio de Defensa Nacional / Poder Ejecutivo,ADJ,Adjudicada,2019-07-24 09:00:00,tradicional,2019-07-31 00:00:00,2019-07-17 16:39:15,
3570,367750-mantenimiento-reparaciones-mayores-edificio-direccion-general-investigacion-crimina-1,367750-mantenimiento-reparaciones-mayores-edificio-direccion-general-investigacion-criminal-1,367750-mantenimiento-reparaciones-mayores-edificio-direccion-general-investigacion-criminal-1,,,367750,"MANTENIMIENTO Y REPARACIONES MAYORES DEL EDIFICIO DE LA DIRECCIÓN GENERAL DE INVESTIGACIÓN CRIMINAL, AGRUPACIÓN DE SEGURIDAD Y COMISARIAS",LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Policia Nacional / Ministerio del Interior / Poder Ejecutivo,ADJ,Adjudicada,2019-07-31 08:00:00,tradicional,2019-08-31 00:00:00,2019-07-18 16:12:54,
3571,367759-adquisicion-mobiliarios-instituciones-educativas-2019-1,367759-adquisicion-mobiliarios-instituciones-educativas-2019-1,367759-adquisicion-mobiliarios-instituciones-educativas-2019-1,,,367759,ADQUISICIÓN DE MOBILIARIOS PARA INSTITUCIONES EDUCATIVAS -2019,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de Itá / Municipalidades,ADJ,Adjudicada,2019-07-22 09:50:00,tradicional,2019-07-31 00:00:00,2019-07-15 15:20:16,
3572,367760-adquisicion-telefonos-cod-31-1,367760-adquisicion-telefonos-cod-31-1,367760-adquisicion-telefonos-cod-31-1,,,367760,ADQUISICIÓN DE TELÉFONOS - CÓD. 31,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Facultad de Ciencias Agrarias / Universidad Nacional de Asunción / Universidades Nacionales,ADJ,Adjudicada,2019-07-23 09:45:00,tradicional,2019-08-31 00:00:00,2019-07-16 17:08:17,
3573,367762-adquisicion-dispositivos-portatiles-multa-electronica-pda-1,367762-llamado-mopc-n-141-2019-licitacion-publica-nacional-adquisicion-dispositivos-movil-1,,,,367762,LLAMADO MOPC N° 141/2019 LICITACION PUBLICA NACIONAL PARA LA ADQUISICION DE DISPOSITIVOS MOVIL TERMINAL PORTATILES,LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de Obras Públicas y Comunicaciones / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-10-25 08:30:00,tradicional,2019-07-31 00:00:00,2019-09-09 17:39:04,
3574,367763-mantenimiento-reparacion-equipos-tratamiento-residuos-bioinfecciosos-marca-ecodas-1,367763-mantenimiento-reparacion-equipos-tratamiento-residuos-bioinfecciosos-marca-ecodas-1,367763-mantenimiento-reparacion-equipos-tratamiento-residuos-bioinfecciosos-marca-ecodas-1,,,367763,Mantenimiento y Reparación de Equipos de Tratamiento de Residuos Bioinfecciosos de la Marca ECODAS,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Direccion General de Salud Ambiental / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo,ADJ,Adjudicada,2019-08-08 10:00:00,tradicional,2019-08-31 00:00:00,2019-07-26 15:53:46,
3575,367767-adquisicion-camaras-patrulla-caminera-1,367767-llamado-mopc-n-167-2019-licitacion-publica-nacional-adquisicion-camaras-fotografica-1,,,,367767,LLAMADO MOPC Nº 167/2019 LICITACIÓN PUBLICA NACIONAL PARA LA ADQUISICIÓN DE CÁMARAS FOTOGRAFICAS PARA LA PATRULLA CAMINERA,LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de Obras Públicas y Comunicaciones / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-11-19 08:30:00,tradicional,2019-09-30 00:00:00,2019-10-18 17:56:21,
3576,367768-mantenimientos-reparaciones-menores-vehiculos-1,367768-mantenimientos-reparaciones-menores-vehiculos-1,367768-mantenimientos-reparaciones-menores-vehiculos-1,,,367768,MANTENIMIENTOS Y REPARACIONES MENORES DE VEHICULOS,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Consejo de la Magistratura / Poder Judicial,ADJ,Adjudicada,2019-08-02 10:00:00,tradicional,2019-07-31 00:00:00,2019-07-25 16:35:42,
3577,367772-renovacion-soporte-oracle-my-support-actualizacion-versiones-todas-licencias-softwar-1,367772-renovacion-soporte-oracle-my-support-actualizacion-versiones-todas-licencias-softwar-1,367772-renovacion-soporte-oracle-my-support-actualizacion-versiones-todas-licencias-softwar-1,,,367772,RENOVACION DE SOPORTE ORACLE MY SUPPORT Y ACTUALIZACION DE VERSIONES DE TODAS LAS LICENCIAS DE SOFTWARE Y HARDWARE ORACLE PARA LA DIRECCION GENERAL DEL REGISTRO DEL ESTADO CIVIL.,CO - Concurso de Ofertas,7 - Servicios Técnicos,Direccion General del Registro del Estado Civil / Ministerio de Justicia  / Poder Ejecutivo,ADJ,Adjudicada,2019-08-16 09:00:00,tradicional,2019-08-31 00:00:00,2019-08-05 16:09:15,
3578,367773-adquisicion-software-computacion-1,367773-adquisicion-software-computacion-1,367773-adquisicion-software-computacion-1,,,367773,ADQUISICION DE SOFTWARE DE COMPUTACION,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Comando del Ejercito Uoc 2 / Ministerio de Defensa Nacional / Poder Ejecutivo,ADJ,Adjudicada,2019-07-30 08:00:00,tradicional,2019-07-31 00:00:00,2019-07-17 16:51:37,
3579,367778-servicio-reparacion-motoniveladora-municipal-volvo-930-1,367778-servicio-reparacion-motoniveladora-municipal-volvo-930-1,367778-servicio-reparacion-motoniveladora-municipal-volvo-930-1,,,367778,SERVICIO DE REPARACION DE MOTONIVELADORA MUNICIPAL VOLVO 930.-,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Cárlos Antonio López / Municipalidades,ADJ,Adjudicada,2019-08-12 07:20:00,tradicional,2019-07-31 00:00:00,2019-07-29 13:37:14,
3580,367779-servicio-artes-graficas-1,367779-servicio-artes-graficas-e-impresiones-varias-1,,,,367779,Servicio de Artes Graficas e impresiones varias,CO - Concurso de Ofertas,7 - Servicios Técnicos,Secretaria de Emergencia Nacional / Presidencia de la República / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-10-14 10:00:00,tradicional,2019-07-31 00:00:00,2019-10-02 17:18:36,
3581,367790-fiscalizacion-obras-municipales-1,,,,,367790,FISCALIZACIÓN DE OBRAS MUNICIPALES,CD - Contratación Directa,7 - Servicios Técnicos,Municipalidad de Ypejhu / Municipalidades,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,
3582,367794-adquisicion-generador-motocarro-desmalezadoras-1,367794-adquisicion-generador-motocarro-desmalezadoras-1,,,,367794,"ADQUISICIÓN DE GENERADOR, MOTOCARRO Y DESMALEZADORAS",CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Ypejhu / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-09-11 08:00:00,tradicional,2019-07-31 00:00:00,2019-09-04 12:16:00,
3583,367795-adquisicion-equipos-oficina-computacion-1,367795-adquisicion-equipos-oficina-computacion-1,,,,367795,ADQUISICIÓN DE EQUIPOS DE OFICINA Y COMPUTACIÓN,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de Ypejhu / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-09-13 08:00:00,tradicional,2019-09-30 00:00:00,2019-09-06 09:53:52,
3584,367800-adquisicion-equipos-varios-oficina-1,,,,,367800,Adquisición de equipos varios para oficina,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Secretaria de Emergencia Nacional / Presidencia de la República / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,
3585,367801-adquisicion-token-certificado-firma-digital-1,367801-adquisicion-certificado-firma-digital-1,367801-adquisicion-certificado-firma-digital-1,,,367801,Adquisición de Certificado de Firma Digital,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Secretaria de la Funcion Publica / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-10-07 09:00:00,tradicional,2019-09-30 00:00:00,2019-09-30 18:04:41,
3586,367802-mantenimientos-reparaciones-vehiculos-maquinarias-agv-1,367802-mantenimientos-reparaciones-vehiculos-maquinarias-agv-1,367802-mantenimientos-reparaciones-vehiculos-maquinarias-agv-1,,,367802,MANTENIMIENTOS Y REPARACIONES DE VEHÍCULOS Y MAQUINARIAS PARA LA (AGV),CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Trinidad / Municipalidades,ADJ,Adjudicada,2019-08-05 07:10:00,tradicional,2019-08-31 00:00:00,2019-07-24 14:22:36,
3587,367807-contratacion-servicio-soporte-tecnico-mantenimiento-hardware-software-sistema-gestio-1,367807-contratacion-servicio-soporte-tecnico-mantenimiento-hardware-software-sistema-gestio-1,,,,367807,CONTRATACIÓN DEL SERVICIO DE SOPORTE TÉCNICO Y MANTENIMIENTO PARA HARDWARE Y SOFTWARE DEL SISTEMA DE GESTIÓN DE CERTIFICADOS DIGITALES,CO - Concurso de Ofertas,7 - Servicios Técnicos,Ministerio de Industria y Comercio / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-10-18 08:00:00,tradicional,2019-08-31 00:00:00,2019-09-30 14:44:02,
3588,367808-adquisicion-equipos-informaticos-sede-central-mds-1,,,,,367808,Adquisición de Equipos Informaticos para la Sede Central del MDS,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de Desarrollo Social / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,
3589,367810-reparacion-mantenimiento-vehiculos-pesados-camiones-camionetas-1,367810-reparacion-mantenimiento-vehiculos-pesados-camiones-camionetas-1,367810-reparacion-mantenimiento-vehiculos-pesados-camiones-camionetas-1,,,367810,"REPARACIÓN Y MANTENIMIENTO DE VEHÍCULOS PESADOS, CAMIONES Y CAMIONETAS",LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Gobierno Departamental de Ñeembucú / Gobiernos Departamentales,ADJ,Adjudicada,2019-09-17 07:15:00,tradicional,2019-07-31 00:00:00,2019-08-13 18:02:04,
3590,367815-compra-equipos-comunicacion-personal-seguridad-1,367815-compra-equipos-comunicacion-personal-seguridad-1,367815-compra-equipos-comunicacion-personal-seguridad-1,,,367815,COMPRA DE EQUIPOS DE COMUNICACION PARA PERSONAL DE SEGURIDAD,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Gobierno Departamental de Presidente Hayes / Gobiernos Departamentales,ADJ,Adjudicada,2019-07-29 07:00:00,tradicional,2019-07-31 00:00:00,2019-07-22 17:32:30,
